A,B,C,D,AVERAGE
33.0,244.0,962.0,279.0,379.5
988.0,275.0,138.0,333.0,433.5
629.0,934.0,837.0,65.0,616.25
722.0,850.0,946.0,857.0,843.75
209.0,591.0,275.0,762.0,459.25
951.0,176.0,695.0,414.0,559.0
978.0,719.0,663.0,452.0,703.0
604.0,729.0,41.0,47.0,355.25
606.0,319.0,830.0,24.0,444.75
74.0,638.0,969.0,244.0,481.25
971.0,424.0,426.0,337.0,539.5
406.0,757.0,312.0,312.0,446.75
616.0,916.0,757.0,136.0,606.25
861.0,218.0,901.0,99.0,519.75
934.0,604.0,313.0,361.0,553.0
653.0,383.0,663.0,792.0,622.75
502.0,933.0,713.0,694.0,710.5
524.0,132.0,152.0,409.0,304.25
834.0,21.0,689.0,81.0,406.25
743.0,970.0,957.0,720.0,847.5
955.0,268.0,90.0,273.0,396.5
633.0,544.0,2.0,236.0,353.75
222.0,956.0,38.0,211.0,356.75
312.0,211.0,397.0,821.0,435.25
206.0,38.0,712.0,448.0,351.0
763.0,497.0,616.0,24.0,475.0
389.0,896.0,835.0,591.0,677.75
234.0,958.0,228.0,725.0,536.25
919.0,60.0,804.0,461.0,561.0
845.0,519.0,169.0,591.0,531.0
773.0,647.0,68.0,133.0,405.25
172.0,317.0,689.0,102.0,320.0
139.0,389.0,619.0,75.0,305.5
841.0,833.0,803.0,952.0,857.25
289.0,396.0,211.0,23.0,229.75
758.0,884.0,30.0,713.0,596.25
236.0,473.0,589.0,352.0,412.5
978.0,734.0,848.0,163.0,680.75
637.0,208.0,147.0,383.0,343.75
977.0,649.0,297.0,202.0,531.25
479.0,355.0,190.0,278.0,325.5
41.0,541.0,944.0,335.0,465.25
229.0,329.0,573.0,860.0,497.75
699.0,785.0,811.0,500.0,698.75
489.0,466.0,617.0,969.0,635.25
918.0,820.0,283.0,610.0,657.75
272.0,941.0,844.0,752.0,702.25
705.0,64.0,800.0,860.0,607.25
74.0,601.0,322.0,358.0,338.75
349.0,424.0,45.0,46.0,216.0
762.0,917.0,810.0,0.0,622.25
531.0,126.0,399.0,407.0,365.75
798.0,486.0,443.0,354.0,520.25
472.0,111.0,663.0,343.0,397.25
863.0,659.0,974.0,521.0,754.25
242.0,664.0,856.0,319.0,520.25
458.0,360.0,260.0,242.0,330.0
698.0,990.0,280.0,491.0,614.75
546.0,902.0,228.0,614.0,572.5
791.0,952.0,381.0,572.0,674.0
670.0,213.0,393.0,645.0,480.25
296.0,387.0,527.0,2.0,303.0
335.0,46.0,725.0,612.0,429.5
288.0,928.0,214.0,945.0,593.75
392.0,698.0,933.0,942.0,741.25
218.0,534.0,699.0,226.0,419.25
148.0,167.0,197.0,992.0,376.0
751.0,158.0,656.0,111.0,419.0
887.0,301.0,393.0,267.0,462.0
681.0,962.0,839.0,94.0,644.0
807.0,762.0,332.0,600.0,625.25
724.0,584.0,321.0,325.0,488.5
826.0,234.0,746.0,192.0,499.5
664.0,598.0,835.0,555.0,663.0
369.0,143.0,227.0,519.0,314.5
785.0,866.0,761.0,777.0,797.25
769.0,712.0,805.0,436.0,680.5
189.0,832.0,703.0,484.0,552.0
144.0,320.0,783.0,796.0,510.75
917.0,645.0,365.0,350.0,569.25
393.0,254.0,813.0,197.0,414.25
982.0,873.0,681.0,503.0,759.75
964.0,943.0,389.0,559.0,713.75
295.0,181.0,789.0,210.0,368.75
237.0,775.0,693.0,82.0,446.75
536.0,826.0,675.0,225.0,565.5
27.0,509.0,418.0,173.0,281.75
618.0,676.0,978.0,368.0,660.0
824.0,947.0,24.0,834.0,657.25
239.0,852.0,300.0,737.0,532.0
742.0,837.0,679.0,307.0,641.25
162.0,364.0,660.0,368.0,388.5
632.0,27.0,606.0,514.0,444.75
552.0,402.0,870.0,384.0,552.0
144.0,27.0,247.0,836.0,313.5
22.0,92.0,743.0,800.0,414.25
986.0,454.0,624.0,599.0,665.75
916.0,105.0,447.0,58.0,381.5
49.0,486.0,548.0,957.0,510.0
694.0,570.0,846.0,490.0,650.0
35.0,657.0,497.0,490.0,419.75
992.0,395.0,990.0,550.0,731.75
143.0,668.0,614.0,672.0,524.25
810.0,882.0,112.0,328.0,533.0
742.0,190.0,465.0,609.0,501.5
414.0,269.0,273.0,836.0,448.0
713.0,992.0,113.0,903.0,680.25
841.0,391.0,900.0,967.0,774.75
359.0,801.0,264.0,258.0,420.5
638.0,720.0,737.0,340.0,608.75
833.0,338.0,441.0,324.0,484.0
233.0,44.0,994.0,138.0,352.25
471.0,917.0,226.0,888.0,625.5
513.0,490.0,823.0,790.0,654.0
998.0,239.0,481.0,217.0,483.75
179.0,890.0,840.0,508.0,604.25
481.0,191.0,75.0,399.0,286.5
591.0,854.0,499.0,648.0,648.0
527.0,366.0,103.0,109.0,276.25
445.0,586.0,503.0,951.0,621.25
652.0,230.0,452.0,210.0,386.0
57.0,495.0,205.0,17.0,193.5
557.0,258.0,540.0,41.0,349.0
523.0,581.0,312.0,527.0,485.75
750.0,326.0,446.0,852.0,593.5
314.0,298.0,949.0,494.0,513.75
655.0,384.0,304.0,407.0,437.5
613.0,538.0,966.0,391.0,627.0
941.0,835.0,269.0,488.0,633.25
723.0,933.0,635.0,539.0,707.5
838.0,152.0,284.0,139.0,353.25
362.0,103.0,446.0,206.0,279.25
485.0,964.0,346.0,489.0,571.0
878.0,741.0,603.0,276.0,624.5
781.0,858.0,90.0,711.0,610.0
192.0,879.0,964.0,992.0,756.75
82.0,221.0,887.0,44.0,308.5
169.0,330.0,411.0,211.0,280.25
561.0,923.0,631.0,176.0,572.75
138.0,112.0,802.0,481.0,383.25
298.0,691.0,709.0,922.0,655.0
836.0,28.0,303.0,387.0,388.5
233.0,432.0,941.0,547.0,538.25
939.0,394.0,125.0,281.0,434.75
72.0,458.0,222.0,577.0,332.25
826.0,247.0,696.0,814.0,645.75
977.0,64.0,548.0,993.0,645.5
369.0,276.0,50.0,131.0,206.5
39.0,791.0,622.0,492.0,486.0
147.0,545.0,753.0,588.0,508.25
157.0,751.0,951.0,19.0,469.5
682.0,545.0,477.0,394.0,524.5
271.0,865.0,336.0,940.0,603.0
297.0,697.0,530.0,141.0,416.25
845.0,284.0,894.0,478.0,625.25
580.0,429.0,502.0,716.0,556.75
305.0,155.0,188.0,582.0,307.5
812.0,885.0,976.0,544.0,804.25
251.0,495.0,479.0,508.0,433.25
671.0,676.0,7.0,850.0,551.0
235.0,46.0,646.0,633.0,390.0
470.0,542.0,274.0,974.0,565.0
420.0,942.0,812.0,648.0,705.5
195.0,862.0,313.0,352.0,430.5
65.0,585.0,392.0,793.0,458.75
333.0,858.0,806.0,525.0,630.5
630.0,268.0,176.0,472.0,386.5
725.0,171.0,578.0,72.0,386.5
338.0,474.0,114.0,866.0,448.0
971.0,510.0,197.0,538.0,554.0
869.0,579.0,551.0,105.0,526.0
986.0,9.0,670.0,212.0,469.25
333.0,344.0,412.0,832.0,480.25
867.0,80.0,185.0,619.0,437.75
499.0,868.0,336.0,333.0,509.0
321.0,209.0,545.0,86.0,290.25
911.0,581.0,832.0,922.0,811.5
107.0,130.0,579.0,217.0,258.25
597.0,197.0,539.0,143.0,369.0
389.0,848.0,272.0,765.0,568.5
361.0,490.0,179.0,326.0,339.0
134.0,314.0,943.0,90.0,370.25
950.0,57.0,616.0,157.0,445.0
734.0,972.0,208.0,842.0,689.0
620.0,168.0,2.0,69.0,214.75
483.0,103.0,169.0,579.0,333.5
34.0,613.0,996.0,65.0,427.0
561.0,70.0,161.0,253.0,261.25
380.0,629.0,983.0,153.0,536.25
903.0,556.0,262.0,173.0,473.5
261.0,160.0,52.0,701.0,293.5
293.0,323.0,824.0,732.0,543.0
255.0,615.0,918.0,192.0,495.0
393.0,711.0,798.0,717.0,654.75
639.0,343.0,650.0,175.0,451.75
679.0,839.0,665.0,201.0,596.0
475.0,355.0,628.0,626.0,521.0
927.0,34.0,536.0,143.0,410.0
184.0,926.0,837.0,424.0,592.75
368.0,580.0,139.0,468.0,388.75
140.0,969.0,893.0,745.0,686.75
418.0,155.0,944.0,327.0,461.0
532.0,474.0,305.0,393.0,426.0
828.0,596.0,385.0,775.0,646.0
289.0,900.0,99.0,227.0,378.75
74.0,988.0,838.0,190.0,522.5
592.0,143.0,508.0,759.0,500.5
920.0,195.0,680.0,431.0,556.5
383.0,619.0,896.0,291.0,547.25
536.0,634.0,466.0,676.0,578.0
244.0,25.0,774.0,612.0,413.75
763.0,898.0,996.0,17.0,668.5
907.0,57.0,895.0,203.0,515.5
523.0,953.0,154.0,984.0,653.5
152.0,505.0,676.0,836.0,542.25
203.0,670.0,16.0,821.0,427.5
248.0,523.0,102.0,94.0,241.75
520.0,654.0,176.0,823.0,543.25
697.0,665.0,707.0,893.0,740.5
520.0,805.0,843.0,358.0,631.5
582.0,750.0,57.0,264.0,413.25
463.0,907.0,44.0,42.0,364.0
118.0,843.0,273.0,716.0,487.5
553.0,282.0,259.0,379.0,368.25
405.0,531.0,829.0,487.0,563.0
303.0,941.0,312.0,49.0,401.25
158.0,559.0,381.0,629.0,431.75
32.0,787.0,709.0,941.0,617.25
760.0,279.0,736.0,624.0,599.75
67.0,2.0,547.0,88.0,176.0
96.0,420.0,411.0,238.0,291.25
897.0,488.0,448.0,170.0,500.75
607.0,887.0,294.0,726.0,628.5
71.0,147.0,125.0,186.0,132.25
669.0,670.0,896.0,421.0,664.0
626.0,788.0,145.0,96.0,413.75
844.0,318.0,914.0,370.0,611.5
270.0,673.0,264.0,791.0,499.5
341.0,237.0,405.0,988.0,492.75
467.0,458.0,5.0,927.0,464.25
395.0,621.0,170.0,563.0,437.25
26.0,918.0,947.0,53.0,486.0
128.0,187.0,652.0,313.0,320.0
51.0,144.0,165.0,604.0,241.0
576.0,82.0,411.0,430.0,374.75
965.0,783.0,335.0,97.0,545.0
421.0,879.0,983.0,191.0,618.5
135.0,477.0,530.0,871.0,503.25
951.0,823.0,393.0,322.0,622.25
931.0,313.0,648.0,34.0,481.5
539.0,94.0,847.0,721.0,550.25
227.0,898.0,308.0,616.0,512.25
146.0,174.0,809.0,211.0,335.0
517.0,175.0,408.0,522.0,405.5
266.0,107.0,750.0,574.0,424.25
585.0,821.0,689.0,283.0,594.5
815.0,399.0,787.0,363.0,591.0
43.0,289.0,327.0,99.0,189.5
126.0,976.0,504.0,57.0,415.75
842.0,400.0,21.0,260.0,380.75
794.0,238.0,400.0,886.0,579.5
745.0,53.0,400.0,888.0,521.5
596.0,193.0,918.0,735.0,610.5
358.0,66.0,263.0,660.0,336.75
742.0,348.0,625.0,661.0,594.0
929.0,556.0,146.0,595.0,556.5
338.0,889.0,410.0,229.0,466.5
101.0,938.0,621.0,374.0,508.5
325.0,652.0,650.0,325.0,488.0
43.0,297.0,724.0,924.0,497.0
518.0,491.0,346.0,711.0,516.5
860.0,211.0,124.0,759.0,488.5
145.0,117.0,431.0,485.0,294.5
92.0,309.0,497.0,550.0,362.0
937.0,873.0,425.0,758.0,748.25
48.0,453.0,738.0,912.0,537.75
32.0,25.0,985.0,244.0,321.5
506.0,136.0,412.0,97.0,287.75
171.0,370.0,530.0,182.0,313.25
884.0,981.0,336.0,682.0,720.75
830.0,92.0,619.0,392.0,483.25
854.0,165.0,727.0,680.0,606.5
789.0,696.0,154.0,631.0,567.5
838.0,652.0,328.0,962.0,695.0
3.0,92.0,620.0,931.0,411.5
596.0,556.0,633.0,183.0,492.0
158.0,983.0,585.0,82.0,452.0
206.0,515.0,686.0,303.0,427.5
328.0,295.0,388.0,225.0,309.0
200.0,365.0,720.0,455.0,435.0
391.0,608.0,752.0,625.0,594.0
995.0,965.0,328.0,117.0,601.25
9.0,788.0,615.0,704.0,529.0
298.0,921.0,521.0,406.0,536.5
6.0,178.0,990.0,971.0,536.25
595.0,324.0,422.0,166.0,376.75
511.0,112.0,727.0,241.0,397.75
274.0,478.0,969.0,246.0,491.75
993.0,407.0,490.0,658.0,637.0
210.0,182.0,899.0,293.0,396.0
354.0,49.0,580.0,432.0,353.75
965.0,409.0,842.0,351.0,641.75
366.0,44.0,231.0,982.0,405.75
958.0,399.0,173.0,666.0,549.0
285.0,655.0,411.0,954.0,576.25
569.0,157.0,656.0,866.0,562.0
717.0,217.0,898.0,206.0,509.5
973.0,740.0,223.0,456.0,598.0
651.0,638.0,599.0,456.0,586.0
102.0,844.0,973.0,588.0,626.75
437.0,165.0,166.0,82.0,212.5
112.0,771.0,310.0,796.0,497.25
828.0,735.0,165.0,933.0,665.25
877.0,549.0,242.0,745.0,603.25
280.0,191.0,948.0,761.0,545.0
901.0,577.0,711.0,136.0,581.25
78.0,334.0,198.0,346.0,239.0
794.0,593.0,26.0,184.0,399.25
298.0,193.0,490.0,132.0,278.25
974.0,507.0,530.0,592.0,650.75
552.0,779.0,746.0,319.0,599.0
691.0,753.0,487.0,484.0,603.75
498.0,180.0,762.0,54.0,373.5
726.0,761.0,620.0,125.0,558.0
775.0,265.0,731.0,461.0,558.0
671.0,22.0,885.0,153.0,432.75
93.0,790.0,633.0,353.0,467.25
547.0,634.0,68.0,865.0,528.5
642.0,219.0,337.0,303.0,375.25
319.0,268.0,459.0,509.0,388.75
834.0,264.0,548.0,548.0,548.5
834.0,486.0,78.0,311.0,427.25
559.0,976.0,32.0,800.0,591.75
197.0,190.0,530.0,130.0,261.75
378.0,567.0,472.0,83.0,375.0
945.0,844.0,157.0,554.0,625.0
427.0,123.0,970.0,501.0,505.25
655.0,403.0,264.0,492.0,453.5
70.0,851.0,544.0,19.0,371.0
108.0,680.0,504.0,734.0,506.5
583.0,471.0,127.0,421.0,400.5
162.0,301.0,390.0,992.0,461.25
906.0,72.0,157.0,393.0,382.0
631.0,293.0,528.0,203.0,413.75
658.0,548.0,589.0,550.0,586.25
278.0,853.0,895.0,261.0,571.75
47.0,540.0,2.0,249.0,209.5
864.0,355.0,659.0,68.0,486.5
516.0,903.0,92.0,309.0,455.0
754.0,448.0,688.0,809.0,674.75
687.0,900.0,423.0,461.0,617.75
683.0,241.0,542.0,855.0,580.25
577.0,3.0,362.0,331.0,318.25
571.0,339.0,496.0,326.0,433.0
880.0,35.0,549.0,805.0,567.25
886.0,384.0,431.0,918.0,654.75
57.0,823.0,460.0,626.0,491.5
128.0,477.0,358.0,92.0,263.75
414.0,213.0,253.0,269.0,287.25
877.0,296.0,579.0,831.0,645.75
547.0,827.0,132.0,427.0,483.25
299.0,641.0,757.0,130.0,456.75
503.0,346.0,324.0,431.0,401.0
723.0,415.0,476.0,213.0,456.75
774.0,28.0,50.0,257.0,277.25
889.0,484.0,533.0,774.0,670.0
232.0,163.0,229.0,186.0,202.5
35.0,140.0,868.0,51.0,273.5
761.0,531.0,650.0,651.0,648.25
187.0,449.0,157.0,352.0,286.25
546.0,440.0,850.0,902.0,684.5
4.0,230.0,914.0,543.0,422.75
1.0,586.0,945.0,132.0,416.0
20.0,868.0,848.0,900.0,659.0
85.0,586.0,854.0,948.0,618.25
727.0,676.0,901.0,979.0,820.75
263.0,751.0,147.0,836.0,499.25
223.0,103.0,845.0,587.0,439.5
115.0,496.0,188.0,306.0,276.25
283.0,432.0,929.0,733.0,594.25
196.0,885.0,191.0,877.0,537.25
904.0,29.0,719.0,546.0,549.5
395.0,10.0,889.0,600.0,473.5
50.0,571.0,220.0,146.0,246.75
808.0,549.0,932.0,74.0,590.75
899.0,142.0,14.0,836.0,472.75
276.0,732.0,214.0,158.0,345.0
954.0,640.0,706.0,379.0,669.75
458.0,200.0,279.0,613.0,387.5
228.0,617.0,426.0,454.0,431.25
767.0,913.0,78.0,619.0,594.25
576.0,988.0,935.0,805.0,826.0
680.0,998.0,43.0,912.0,658.25
635.0,315.0,452.0,534.0,484.0
807.0,36.0,636.0,668.0,536.75
598.0,514.0,980.0,839.0,732.75
201.0,491.0,586.0,731.0,502.25
251.0,328.0,744.0,647.0,492.5
103.0,490.0,912.0,754.0,564.75
73.0,41.0,790.0,495.0,349.75
764.0,234.0,302.0,729.0,507.25
388.0,592.0,859.0,321.0,540.0
947.0,131.0,633.0,934.0,661.25
835.0,143.0,421.0,260.0,414.75
389.0,381.0,887.0,54.0,427.75
758.0,508.0,199.0,496.0,490.25
934.0,758.0,682.0,888.0,815.5
475.0,238.0,92.0,386.0,297.75
554.0,477.0,133.0,946.0,527.5
496.0,320.0,610.0,880.0,576.5
192.0,888.0,81.0,446.0,401.75
29.0,409.0,643.0,321.0,350.5
319.0,37.0,881.0,825.0,515.5
261.0,624.0,676.0,407.0,492.0
474.0,439.0,740.0,411.0,516.0
149.0,900.0,410.0,352.0,452.75
317.0,898.0,805.0,958.0,744.5
747.0,307.0,980.0,295.0,582.25
356.0,187.0,531.0,988.0,515.5
861.0,564.0,301.0,809.0,633.75
948.0,130.0,976.0,968.0,755.5
574.0,858.0,738.0,822.0,748.0
123.0,627.0,5.0,715.0,367.5
209.0,273.0,635.0,315.0,358.0
416.0,694.0,438.0,41.0,397.25
442.0,912.0,166.0,365.0,471.25
651.0,728.0,110.0,711.0,550.0
125.0,244.0,713.0,847.0,482.25
132.0,796.0,729.0,67.0,431.0
539.0,860.0,339.0,541.0,569.75
1.0,388.0,874.0,766.0,507.25
598.0,27.0,546.0,240.0,352.75
157.0,147.0,709.0,970.0,495.75
996.0,666.0,571.0,153.0,596.5
110.0,881.0,131.0,765.0,471.75
768.0,493.0,47.0,373.0,420.25
164.0,760.0,588.0,419.0,482.75
148.0,854.0,264.0,834.0,525.0
855.0,172.0,676.0,630.0,583.25
89.0,636.0,293.0,206.0,306.0
387.0,243.0,368.0,278.0,319.0
299.0,797.0,733.0,992.0,705.25
716.0,492.0,864.0,843.0,728.75
553.0,329.0,857.0,995.0,683.5
12.0,208.0,458.0,376.0,263.5
920.0,467.0,864.0,730.0,745.25
477.0,197.0,708.0,289.0,417.75
611.0,969.0,443.0,168.0,547.75
811.0,460.0,661.0,458.0,597.5
425.0,835.0,599.0,298.0,539.25
910.0,664.0,459.0,415.0,612.0
291.0,173.0,316.0,824.0,401.0
788.0,348.0,749.0,485.0,592.5
79.0,425.0,921.0,435.0,465.0
709.0,4.0,866.0,84.0,415.75
912.0,375.0,180.0,219.0,421.5
8.0,622.0,623.0,988.0,560.25
257.0,629.0,854.0,212.0,488.0
395.0,965.0,920.0,474.0,688.5
763.0,28.0,911.0,359.0,515.25
258.0,434.0,436.0,493.0,405.25
178.0,192.0,594.0,299.0,315.75
759.0,225.0,214.0,611.0,452.25
752.0,600.0,707.0,897.0,739.0
69.0,644.0,80.0,409.0,300.5
963.0,319.0,48.0,551.0,470.25
445.0,894.0,10.0,990.0,584.75
137.0,503.0,165.0,889.0,423.5
500.0,504.0,765.0,348.0,529.25
715.0,729.0,172.0,552.0,542.0
2.0,46.0,561.0,503.0,278.0
361.0,404.0,867.0,820.0,613.0
431.0,781.0,449.0,921.0,645.5
351.0,92.0,403.0,300.0,286.5
789.0,720.0,569.0,640.0,679.5
243.0,580.0,986.0,721.0,632.5
377.0,924.0,439.0,696.0,609.0
452.0,871.0,566.0,77.0,491.5
359.0,89.0,167.0,451.0,266.5
843.0,435.0,222.0,765.0,566.25
976.0,161.0,482.0,605.0,556.0
723.0,118.0,313.0,92.0,311.5
232.0,861.0,304.0,702.0,524.75
612.0,403.0,363.0,476.0,463.5
837.0,756.0,326.0,769.0,672.0
473.0,592.0,306.0,119.0,372.5
919.0,848.0,993.0,812.0,893.0
51.0,201.0,371.0,635.0,314.5
291.0,0.0,500.0,370.0,290.25
517.0,879.0,739.0,685.0,705.0
800.0,442.0,525.0,63.0,457.5
533.0,369.0,83.0,900.0,471.25
384.0,822.0,480.0,462.0,537.0
956.0,185.0,689.0,125.0,488.75
448.0,911.0,995.0,644.0,749.5
616.0,188.0,708.0,778.0,572.5
158.0,140.0,333.0,660.0,322.75
206.0,58.0,8.0,78.0,87.5
205.0,932.0,945.0,200.0,570.5
684.0,85.0,87.0,600.0,364.0
936.0,266.0,269.0,180.0,412.75
613.0,718.0,268.0,217.0,454.0
190.0,632.0,946.0,855.0,655.75
794.0,762.0,871.0,918.0,836.25
396.0,693.0,181.0,718.0,497.0
977.0,165.0,882.0,376.0,600.0
216.0,275.0,221.0,877.0,397.25
818.0,112.0,499.0,757.0,546.5
294.0,22.0,607.0,341.0,316.0
930.0,339.0,604.0,478.0,587.75
61.0,158.0,988.0,787.0,498.5
176.0,964.0,147.0,214.0,375.25
800.0,864.0,102.0,618.0,596.0
648.0,2.0,797.0,283.0,432.5
641.0,793.0,32.0,75.0,385.25
581.0,961.0,967.0,104.0,653.25
232.0,233.0,15.0,530.0,252.5
109.0,534.0,751.0,679.0,518.25
15.0,982.0,943.0,599.0,634.75
692.0,610.0,495.0,212.0,502.25
749.0,329.0,44.0,359.0,370.25
936.0,110.0,440.0,493.0,494.75
470.0,408.0,571.0,471.0,480.0
222.0,593.0,133.0,972.0,480.0
680.0,144.0,648.0,886.0,589.5
285.0,852.0,132.0,577.0,461.5
562.0,731.0,964.0,783.0,760.0
540.0,259.0,146.0,261.0,301.5
935.0,199.0,841.0,330.0,576.25
725.0,377.0,771.0,702.0,643.75
726.0,316.0,550.0,829.0,605.25
621.0,704.0,230.0,762.0,579.25
471.0,902.0,774.0,452.0,649.75
623.0,263.0,218.0,252.0,339.0
874.0,667.0,675.0,18.0,558.5
81.0,363.0,353.0,67.0,216.0
938.0,256.0,228.0,420.0,460.5
712.0,131.0,998.0,522.0,590.75
88.0,374.0,735.0,563.0,440.0
207.0,608.0,705.0,283.0,450.75
925.0,170.0,529.0,319.0,485.75
412.0,356.0,5.0,758.0,382.75
213.0,303.0,792.0,249.0,389.25
33.0,913.0,786.0,282.0,503.5
639.0,241.0,440.0,453.0,443.25
123.0,237.0,605.0,321.0,321.5
561.0,571.0,994.0,637.0,690.75
982.0,588.0,187.0,624.0,595.25
117.0,472.0,629.0,613.0,457.75
967.0,728.0,214.0,124.0,508.25
851.0,442.0,423.0,69.0,446.25
568.0,518.0,168.0,404.0,414.5
260.0,755.0,109.0,111.0,308.75
108.0,150.0,67.0,896.0,305.25
614.0,800.0,706.0,101.0,555.25
217.0,805.0,187.0,829.0,509.5
745.0,854.0,6.0,240.0,461.25
487.0,598.0,180.0,874.0,534.75
783.0,677.0,212.0,736.0,602.0
250.0,831.0,708.0,514.0,575.75
24.0,170.0,556.0,507.0,314.25
374.0,453.0,793.0,780.0,600.0
618.0,934.0,844.0,374.0,692.5
321.0,86.0,241.0,229.0,219.25
625.0,317.0,302.0,756.0,500.0
622.0,394.0,961.0,631.0,652.0
545.0,521.0,51.0,430.0,386.75
44.0,344.0,444.0,313.0,286.25
966.0,900.0,775.0,799.0,860.0
968.0,860.0,744.0,507.0,769.75
120.0,736.0,12.0,476.0,336.0
917.0,420.0,674.0,605.0,654.0
204.0,814.0,550.0,6.0,393.5
828.0,560.0,43.0,252.0,420.75
403.0,430.0,821.0,822.0,619.0
628.0,871.0,397.0,945.0,710.25
547.0,56.0,531.0,203.0,334.25
646.0,31.0,91.0,604.0,343.0
606.0,976.0,744.0,854.0,795.0
646.0,171.0,300.0,614.0,432.75
533.0,359.0,893.0,574.0,589.75
462.0,231.0,697.0,324.0,428.5
38.0,442.0,212.0,724.0,354.0
876.0,859.0,248.0,610.0,648.25
149.0,165.0,351.0,169.0,208.5
40.0,754.0,786.0,486.0,516.5
890.0,253.0,345.0,888.0,594.0
191.0,568.0,419.0,356.0,383.5
253.0,313.0,44.0,765.0,343.75
285.0,413.0,889.0,850.0,609.25
902.0,722.0,707.0,898.0,807.25
406.0,371.0,435.0,817.0,507.25
902.0,890.0,39.0,927.0,689.5
294.0,287.0,658.0,493.0,433.0
580.0,495.0,60.0,821.0,489.0
242.0,696.0,384.0,218.0,385.0
796.0,629.0,418.0,199.0,510.5
250.0,345.0,163.0,792.0,387.5
674.0,965.0,598.0,980.0,804.25
580.0,67.0,981.0,586.0,553.5
849.0,921.0,158.0,499.0,606.75
880.0,921.0,683.0,949.0,858.25
170.0,421.0,982.0,577.0,537.5
865.0,915.0,668.0,480.0,732.0
846.0,36.0,518.0,746.0,536.5
275.0,922.0,665.0,344.0,551.5
851.0,342.0,43.0,626.0,465.5
594.0,593.0,343.0,751.0,570.25
31.0,336.0,994.0,674.0,508.75
319.0,170.0,505.0,710.0,426.0
434.0,62.0,834.0,148.0,369.5
847.0,497.0,285.0,988.0,654.25
494.0,226.0,777.0,158.0,413.75
98.0,609.0,773.0,475.0,488.75
255.0,441.0,882.0,717.0,573.75
972.0,913.0,247.0,809.0,735.25
159.0,349.0,775.0,166.0,362.25
302.0,7.0,781.0,49.0,284.75
99.0,695.0,607.0,357.0,439.5
324.0,83.0,765.0,825.0,499.25
24.0,404.0,296.0,27.0,187.75
363.0,254.0,481.0,127.0,306.25
887.0,530.0,553.0,363.0,583.25
191.0,495.0,129.0,225.0,260.0
79.0,169.0,442.0,900.0,397.5
716.0,693.0,515.0,233.0,539.25
233.0,326.0,842.0,475.0,469.0
493.0,396.0,316.0,387.0,398.0
791.0,216.0,488.0,352.0,461.75
706.0,933.0,620.0,750.0,752.25
22.0,892.0,162.0,747.0,455.75
960.0,135.0,43.0,712.0,462.5
865.0,979.0,611.0,966.0,855.25
540.0,812.0,536.0,165.0,513.25
947.0,685.0,254.0,301.0,546.75
24.0,172.0,85.0,771.0,263.0
540.0,903.0,661.0,177.0,570.25
747.0,576.0,385.0,226.0,483.5
861.0,689.0,817.0,91.0,614.5
306.0,472.0,127.0,852.0,439.25
353.0,330.0,280.0,480.0,360.75
591.0,100.0,103.0,9.0,200.75
786.0,126.0,207.0,943.0,515.5
22.0,235.0,339.0,383.0,244.75
492.0,223.0,734.0,490.0,484.75
778.0,378.0,497.0,232.0,471.25
567.0,131.0,347.0,755.0,450.0
565.0,770.0,804.0,818.0,739.25
412.0,614.0,451.0,211.0,422.0
991.0,683.0,371.0,599.0,661.0
502.0,386.0,891.0,341.0,530.0
932.0,653.0,508.0,196.0,572.25
232.0,305.0,753.0,180.0,367.5
733.0,773.0,491.0,710.0,676.75
932.0,939.0,394.0,431.0,674.0
745.0,643.0,324.0,850.0,640.5
0.0,961.0,208.0,576.0,436.25
827.0,36.0,935.0,869.0,666.75
781.0,243.0,982.0,968.0,743.5
561.0,226.0,661.0,294.0,435.5
606.0,400.0,21.0,284.0,327.75
618.0,638.0,33.0,702.0,497.75
87.0,163.0,24.0,349.0,155.75
89.0,126.0,846.0,635.0,424.0
506.0,897.0,190.0,183.0,444.0
54.0,90.0,7.0,937.0,272.0
925.0,937.0,195.0,148.0,551.25
766.0,293.0,111.0,987.0,539.25
260.0,826.0,248.0,767.0,525.25
227.0,520.0,526.0,963.0,559.0
946.0,505.0,703.0,646.0,700.0
446.0,231.0,588.0,347.0,403.0
961.0,547.0,636.0,21.0,541.25
603.0,674.0,768.0,828.0,718.25
418.0,79.0,500.0,273.0,317.5
715.0,849.0,339.0,225.0,532.0
24.0,779.0,722.0,213.0,434.5
993.0,246.0,721.0,874.0,708.5
443.0,319.0,930.0,213.0,476.25
71.0,503.0,631.0,936.0,535.25
326.0,507.0,344.0,827.0,501.0
424.0,661.0,200.0,140.0,356.25
457.0,370.0,729.0,582.0,534.5
746.0,434.0,832.0,814.0,706.5
569.0,445.0,958.0,219.0,547.75
516.0,479.0,910.0,112.0,504.25
279.0,580.0,953.0,481.0,573.25
894.0,5.0,261.0,132.0,323.0
959.0,7.0,441.0,836.0,560.75
350.0,731.0,288.0,896.0,566.25
620.0,550.0,815.0,181.0,541.5
618.0,160.0,238.0,950.0,491.5
155.0,786.0,52.0,265.0,314.5
222.0,423.0,893.0,133.0,417.75
484.0,111.0,467.0,450.0,378.0
852.0,896.0,675.0,465.0,722.0
147.0,884.0,89.0,450.0,392.5
682.0,685.0,584.0,619.0,642.5
877.0,613.0,419.0,344.0,563.25
